,date,id,link,retweet,text,author
0,Oct-09,7.85272E+17,/HillaryClinton/status/785272428905791489,FALSE,Remember. #Debatepic.twitter.com/rlMbTt5WwY,HillaryClinton
1,Oct-09,7.85325E+17,/HillaryClinton/status/785325012152713216,FALSE,She won. http://hrc.io/2dQkjip  #Debatepic.twitter.com/C4MP8cPONF,HillaryClinton
2,Oct-09,7.85283E+17,/HillaryClinton/status/785282982261190656,FALSE,Let's go. #Debatepic.twitter.com/HD3ZVJ9xl8,HillaryClinton
3,Oct-09,7.86964E+17,/HillaryClinton/status/786963642080227328,FALSE,"""Everyone knows how bright she is and how resilient she is, but...they're going to see how much she cares."" —@JoeBidenpic.twitter.com/QYF2Ewy55Y",HillaryClinton
4,Oct-09,7.86958E+17,/HillaryClinton/status/786958117531742208,FALSE,"""All the progress we've made these last 8 years is on the ballot."" —@POTUS

Make sure you're ready to vote:http://IWillVote.com ",HillaryClinton
5,Oct-09,7.86957E+17,/HillaryClinton/status/786956647306522624,FALSE,"""You have a chance to reject the politics of fear. You can lift up again the politics of hope.” —@POTUS http://IWillVote.com ",HillaryClinton
6,Oct-09,7.86956E+17,/HillaryClinton/status/786956397766385665,FALSE,"""Change is possible, but it doesn’t just depend on one person—it depends on all of us.” —@POTUS http://hillaryclinton.com/volunteer  #StrongerTogether",HillaryClinton
7,Oct-09,7.86956E+17,/HillaryClinton/status/786955912409907200,FALSE,"""She knows that in a democracy as big and diverse as this, we can't demonize each other.” —@POTUS on Hillary",HillaryClinton
8,Oct-09,7.86954E+17,/HillaryClinton/status/786954388682203141,FALSE,"""He may be up at 3am, but it’s because he’s tweeting insults at somebody who got under his skin.” —@POTUS on Trump",HillaryClinton
9,Oct-09,7.86954E+17,/HillaryClinton/status/786954200584454144,FALSE,“She's got the knowledge and experience and the temperament to be the next Commander-in-Chief.” —@POTUS on Hillary,HillaryClinton
10,Oct-09,7.86952E+17,/HillaryClinton/status/786952383079284737,FALSE,"""She's in the arena for you, fighting every day to make sure everybody gets a fair shake.” —@POTUS on Hillary",HillaryClinton
11,Oct-09,7.86952E+17,/HillaryClinton/status/786952165575258112,FALSE,"""Hillary is one of the smartest, toughest, best-prepared, most experienced candidates to ever run for this job.” —@POTUS",HillaryClinton
12,Oct-09,7.86952E+17,/HillaryClinton/status/786951503064039424,FALSE,"""You can go vote early right now. Early voting started on Wednesday...go to http://IWillVote.com/locate ."" —@POTUS in Ohio",HillaryClinton
13,Oct-09,7.86939E+17,/HillaryClinton/status/786938507717640193,FALSE,"What's ""smart"" about not funding America's military, schools, or health care for kids?http://hrc.io/2e3q3Fq ",HillaryClinton
14,Oct-09,7.86929E+17,/HillaryClinton/status/786928644056834048,FALSE,"""If you vote for someone other than Hillary—or if you don't vote at all—then you are helping to elect her opponent."" —@FLOTUSpic.twitter.com/KNVEzwjPaT",HillaryClinton
15,Oct-09,7.86898E+17,/HillaryClinton/status/786898075444924420,FALSE,"""If we let Hillary's opponent win this election, then we are sending a clear message to our kids."" —@FLOTUS http://IWillVote.com pic.twitter.com/wU4W9Dh9u8",HillaryClinton
16,Oct-09,7.86658E+17,/HillaryClinton/status/786658289555832834,FALSE,Every minute of Michelle Obama’s 30 minute speech today is worth watching.http://www.snappytv.com/tc/3005336 ,HillaryClinton
17,Oct-09,7.86639E+17,/HillaryClinton/status/786638992741638144,FALSE,".@FLOTUS, I'm in awe. Thanks for putting into words what's in so many of our hearts. -H",HillaryClinton
18,Oct-11,7.85895E+17,/HillaryClinton/status/785894612686757888,FALSE,"Coming out often takes incredible courage. On #NationalComingOutDay, let's honor that courage by showing LGBT Americans we're with them.pic.twitter.com/LBhyK1Ounm",HillaryClinton
19,Oct-11,7.85851E+17,/HillaryClinton/status/785851326521569280,FALSE,Every single American deserves full equality under our laws—no matter who you are or who you love. #NationalComingOutDaypic.twitter.com/clQIZsXcyk,HillaryClinton
20,Oct-04,7.83475E+17,/HillaryClinton/status/783474948845305856,FALSE,"""I can't imagine how Governor Pence can defend the insult-driven, selfish, me-first style of Donald Trump."" —@TimKaine #VPDebate",HillaryClinton
21,Oct-04,7.83474E+17,/HillaryClinton/status/783473957617954820,FALSE,"Thanks for the kind words, Mike. #VPDebatepic.twitter.com/DfObNG1PM3",HillaryClinton
22,Oct-04,7.83469E+17,/HillaryClinton/status/783468914487492609,FALSE,RT to let @TimKaine know you've got his back tonight. #VPDebatepic.twitter.com/XzjUE0cfnp,HillaryClinton
23,Oct-04,7.83451E+17,/HillaryClinton/status/783450692879081472,FALSE,"Number of times Trump has tweeted at @Rosie: 65

Number of times Trump has tweeted in support of Mike Pence, his running mate: 21 #VPDebate",HillaryClinton
24,Oct-04,7.83445E+17,/HillaryClinton/status/783445177427955713,FALSE,".@TimKaine's spent his whole life fighting for working families, so I have no doubt he'll do the same tonight. Go get 'em, Tim. -H",HillaryClinton
25,Oct-04,7.8344E+17,/HillaryClinton/status/783440463122554880,FALSE,"If Trump's decisiveness in choosing Mike Pence as his running mate is any indication, he'll be great at making hard decisions as president.pic.twitter.com/nuqjdkqAEk",HillaryClinton
26,Oct-04,7.83428E+17,/HillaryClinton/status/783427721648967681,FALSE,"Before Mike Pence takes the debate stage to defend his running mate, remember the time Trump couldn't decide whether he wanted him at all.pic.twitter.com/DHJ5iibHnP",HillaryClinton
27,Oct-04,7.83424E+17,/HillaryClinton/status/783424369754304512,FALSE,"Post-traumatic stress isn't something strong people can handle & weak people can't.

Trump’s comments aren't just ignorant, they’re harmful.",HillaryClinton
28,Oct-04,7.83411E+17,/HillaryClinton/status/783410905262456832,FALSE,.@TimKaine is going to finish this campaign the same way he started his career—fighting for working families.pic.twitter.com/c2VlpSRaSM,HillaryClinton
29,Oct-04,7.83392E+17,/HillaryClinton/status/783391985512177664,FALSE,"Tonight, Mike Pence will either have to leave Trump out to dry—or try to justify the things they both believe. #VPDebatepic.twitter.com/9PXYCR6zXN",HillaryClinton
30,Oct-04,7.83383E+17,/HillaryClinton/status/783382982463631360,FALSE,"Contributing nothing to our military, public schools, kids' health care, and more doesn't make you ""smart.""pic.twitter.com/HKAvxfCigr",HillaryClinton
31,Oct-04,7.83371E+17,/HillaryClinton/status/783370529675837441,FALSE,White people need to empathize and understand what it’s like for black parents to worry about their kids' safety.http://www.snappytv.com/tc/2941357 ,HillaryClinton
32,Oct-04,7.83293E+17,/HillaryClinton/status/783293344810139648,FALSE,"""I've known Hillary since September of 1958...we were just thinking of the next Nancy Drew book."" —Hillary's lifelong friend, Betsypic.twitter.com/nVs01awNQ6",HillaryClinton
33,Oct-04,7.83288E+17,/HillaryClinton/status/783287712405155841,FALSE,"Mike Pence: a divisive, anti-woman, anti-LGBT, anti-worker extremist. 

No wonder Trump picked him. #VPDebatepic.twitter.com/icAN1P5DN2",HillaryClinton
34,Oct-03,7.83146E+17,/HillaryClinton/status/783145675563335680,FALSE,".@TimKaine wears his ""F"" rating from the @NRA like a badge of honor.http://hrc.io/2dohCDY ",HillaryClinton
35,Oct-03,7.83134E+17,/HillaryClinton/status/783133579719106561,FALSE,"A person who implies that veterans suffering from PTS are not ""strong"" is unfit to be Commander-in-Chief. Period.http://hrc.io/2dod68F ",HillaryClinton
